reference,comparator,metric,n_donors,mean_difference,difference_ci95_low,difference_ci95_high,difference_ci95_margin,paired_t_pvalue,wilcoxon_pvalue,positive_donor_count,negative_donor_count,zero_donor_count,reference_label,comparator_label,statistical_unit,protocol,caveat,source_artifact,panel,scenario,mean,sd_across_donors,ci95_low,ci95_high,worst_donor_value,mask_fraction,mean_masked_proteins,target_label,score,unknown_recall,n_unknown,method,n_seeds,ci95_margin,uncertainty_mode,dataset,n_holdout,protocol_caveat,record_type,class_label,mean_f1,support,modality,n_donor_pairs,mean_spearman,median_spearman,mean_top20_jaccard,median_top20_jaccard,observed_fraction,permutation_pvalue
,,,,,,,,,,,,,,,model seed,PDC101 locked sorted external holdout,train-only preprocessing; no HTO/control; three model seeds,results/tables/mosaic_n_v33_pdc101_mmochi_per_class_2026-07-23.csv,e,,,,,,,,,,,,,MOSAIC,3.0,0.0207886151001705,seed Student-t,PDC101 sorted external holdout,2098.0,train-only preprocessing; no HTO/control; three model seeds,per_class,cd8_n,0.9259603406247794,241.0,,,,,,,,
,,,,,,,,,,,,,,,model seed,PDC101 locked sorted external holdout,train-only preprocessing; no HTO/control; three model seeds,results/tables/mosaic_n_v33_pdc101_mmochi_per_class_2026-07-23.csv,e,,,,,,,,,,,,,MOSAIC,3.0,3.377781301784425e-16,seed Student-t,PDC101 sorted external holdout,2098.0,train-only preprocessing; no HTO/control; three model seeds,per_class,monocyte,0.9969969969969968,334.0,,,,,,,,
,,,,,,,,,,,,,,,cell bootstrap conditional on one workflow fit,PDC101 locked sorted external holdout,official hierarchy; external_holdout=True; one workflow fit,results/tables/mosaic_n_v33_pdc101_mmochi_per_class_2026-07-23.csv,e,,,,,,,,,,,,,MMoCHi,1.0,0.0423489978606803,cell bootstrap; conditional on one workflow,PDC101 sorted external holdout,2098.0,official hierarchy; external_holdout=True; one workflow fit,per_class,cd4_cm,0.8435013262599469,207.0,,,,,,,,
,,,,,,,,,,,,,,,cell bootstrap conditional on one workflow fit,PDC101 locked sorted external holdout,official hierarchy; external_holdout=True; one workflow fit,results/tables/mosaic_n_v33_pdc101_mmochi_per_class_2026-07-23.csv,e,,,,,,,,,,,,,MMoCHi,1.0,0.020049838695196,cell bootstrap; conditional on one workflow,PDC101 sorted external holdout,2098.0,official hierarchy; external_holdout=True; one workflow fit,per_class,cd4_em,0.9419795221843004,295.0,,,,,,,,
,,,,,,,,,,,,,,,cell bootstrap conditional on one workflow fit,PDC101 locked sorted external holdout,official hierarchy; external_holdout=True; one workflow fit,results/tables/mosaic_n_v33_pdc101_mmochi_per_class_2026-07-23.csv,e,,,,,,,,,,,,,MMoCHi,1.0,0.0227743271221531,cell bootstrap; conditional on one workflow,PDC101 sorted external holdout,2098.0,official hierarchy; external_holdout=True; one workflow fit,per_class,cd4_n,0.9358178053830228,227.0,,,,,,,,
,,,,,,,,,,,,,,,cell bootstrap conditional on one workflow fit,PDC101 locked sorted external holdout,official hierarchy; external_holdout=True; one workflow fit,results/tables/mosaic_n_v33_pdc101_mmochi_per_class_2026-07-23.csv,e,,,,,,,,,,,,,MMoCHi,1.0,0.0345731547328544,cell bootstrap; conditional on one workflow,PDC101 sorted external holdout,2098.0,official hierarchy; external_holdout=True; one workflow fit,per_class,cd8_cm,0.8850855745721272,223.0,,,,,,,,
,,,,,,,,,,,,,,,cell bootstrap conditional on one workflow fit,PDC101 locked sorted external holdout,official hierarchy; external_holdout=True; one workflow fit,results/tables/mosaic_n_v33_pdc101_mmochi_per_class_2026-07-23.csv,e,,,,,,,,,,,,,MMoCHi,1.0,0.0224274354262031,cell bootstrap; conditional on one workflow,PDC101 sorted external holdout,2098.0,official hierarchy; external_holdout=True; one workflow fit,per_class,cd8_em,0.9122340425531916,365.0,,,,,,,,
,,,,,,,,,,,,,,,cell bootstrap conditional on one workflow fit,PDC101 locked sorted external holdout,official hierarchy; external_holdout=True; one workflow fit,results/tables/mosaic_n_v33_pdc101_mmochi_per_class_2026-07-23.csv,e,,,,,,,,,,,,,MMoCHi,1.0,0.0230520892662973,cell bootstrap; conditional on one workflow,PDC101 sorted external holdout,2098.0,official hierarchy; external_holdout=True; one workflow fit,per_class,cd8_emra,0.9493087557603688,206.0,,,,,,,,
,,,,,,,,,,,,,,,cell bootstrap conditional on one workflow fit,PDC101 locked sorted external holdout,official hierarchy; external_holdout=True; one workflow fit,results/tables/mosaic_n_v33_pdc101_mmochi_per_class_2026-07-23.csv,e,,,,,,,,,,,,,MMoCHi,1.0,0.0162730819730294,cell bootstrap; conditional on one workflow,PDC101 sorted external holdout,2098.0,official hierarchy; external_holdout=True; one workflow fit,per_class,cd8_n,0.9734151329243356,241.0,,,,,,,,
,,,,,,,,,,,,,,,cell bootstrap conditional on one workflow fit,PDC101 locked sorted external holdout,official hierarchy; external_holdout=True; one workflow fit,results/tables/mosaic_n_v33_pdc101_mmochi_per_class_2026-07-23.csv,e,,,,,,,,,,,,,MMoCHi,1.0,0.0051020466901656,cell bootstrap; conditional on one workflow,PDC101 sorted external holdout,2098.0,official hierarchy; external_holdout=True; one workflow fit,per_class,monocyte,0.996996996996997,334.0,,,,,,,,
,,,,,,,,,,,,,,,descriptive donor pair after seed averaging,donor-stratified gradient-times-input attribution,Donor pairs overlap and are not independent replicates; rank and top-20 overlap are reported descriptively.,results/tables/mosaic_n_v33_donor_attribution_stability_2026-07-23.csv;results/tables/mosaic_n_v33_marker_enrichment_2026-07-23.csv,f,,,,,,,,,,,,,,,,,,,,,CD4 TCM_3,,,ADT,28.0,0.6122974436411337,0.5666116805466582,0.5103322195034402,0.4857142857142856,1.0,0.0001999600079984
,,,,,,,,,,,,,,,descriptive donor pair after seed averaging,donor-stratified gradient-times-input attribution,Donor pairs overlap and are not independent replicates; rank and top-20 overlap are reported descriptively.,results/tables/mosaic_n_v33_donor_attribution_stability_2026-07-23.csv;results/tables/mosaic_n_v33_marker_enrichment_2026-07-23.csv,f,,,,,,,,,,,,,,,,,,,,,CD4 TCM_3,,,RNA,28.0,0.7510024170926147,0.7496266708410062,0.4354960476019762,0.429787751626832,0.4,0.0011997600479904
,,,,,,,,,,,,,,,descriptive donor pair after seed averaging,donor-stratified gradient-times-input attribution,Donor pairs overlap and are not independent replicates; rank and top-20 overlap are reported descriptively.,results/tables/mosaic_n_v33_donor_attribution_stability_2026-07-23.csv;results/tables/mosaic_n_v33_marker_enrichment_2026-07-23.csv,f,,,,,,,,,,,,,,,,,,,,,CD4 TEM_3,,,ADT,28.0,0.5534833440102499,0.5065323154672932,0.4721720614914284,0.4704494313689715,0.5,0.0475904819036192
,,,,,,,,,,,,,,,descriptive donor pair after seed averaging,donor-stratified gradient-times-input attribution,Donor pairs overlap and are not independent replicates; rank and top-20 overlap are reported descriptively.,results/tables/mosaic_n_v33_donor_attribution_stability_2026-07-23.csv;results/tables/mosaic_n_v33_marker_enrichment_2026-07-23.csv,f,,,,,,,,,,,,,,,,,,,,,CD4 TEM_3,,,RNA,28.0,0.7399754489462299,0.7362344059812027,0.4181907860704407,0.4127592288511827,0.5,0.0001999600079984
,,,,,,,,,,,,,,,descriptive donor pair after seed averaging,donor-stratified gradient-times-input attribution,Donor pairs overlap and are not independent replicates; rank and top-20 overlap are reported descriptively.,results/tables/mosaic_n_v33_donor_attribution_stability_2026-07-23.csv;results/tables/mosaic_n_v33_marker_enrichment_2026-07-23.csv,f,,,,,,,,,,,,,,,,,,,,,CD4 TEM_4,,,ADT,21.0,0.2945171491616078,0.2917713004484305,0.2914552693134871,0.2929292929292929,0.25,0.3181363727254549
,,,,,,,,,,,,,,,descriptive donor pair after seed averaging,donor-stratified gradient-times-input attribution,Donor pairs overlap and are not independent replicates; rank and top-20 overlap are reported descriptively.,results/tables/mosaic_n_v33_donor_attribution_stability_2026-07-23.csv;results/tables/mosaic_n_v33_marker_enrichment_2026-07-23.csv,f,,,,,,,,,,,,,,,,,,,,,CD4 TEM_4,,,RNA,21.0,0.5292461567931068,0.5307177538217611,0.1126592911201491,0.1127819548872179,0.5,0.0003999200159968
,,,,,,,,,,,,,,,descriptive donor pair after seed averaging,donor-stratified gradient-times-input attribution,Donor pairs overlap and are not independent replicates; rank and top-20 overlap are reported descriptively.,results/tables/mosaic_n_v33_donor_attribution_stability_2026-07-23.csv;results/tables/mosaic_n_v33_marker_enrichment_2026-07-23.csv,f,,,,,,,,,,,,,,,,,,,,,CD8 Naive,,,ADT,28.0,0.5544659508048362,0.5076859562958218,0.4684008382844736,0.423411411917159,0.8,0.0001999600079984
,,,,,,,,,,,,,,,descriptive donor pair after seed averaging,donor-stratified gradient-times-input attribution,Donor pairs overlap and are not independent replicates; rank and top-20 overlap are reported descriptively.,results/tables/mosaic_n_v33_donor_attribution_stability_2026-07-23.csv;results/tables/mosaic_n_v33_marker_enrichment_2026-07-23.csv,f,,,,,,,,,,,,,,,,,,,,,CD8 Naive,,,RNA,28.0,0.7955541889217889,0.7941354506298979,0.2895431076311325,0.3021282264886269,0.0,1.0
,,,,,,,,,,,,,,,descriptive donor pair after seed averaging,donor-stratified gradient-times-input attribution,Donor pairs overlap and are not independent replicates; rank and top-20 overlap are reported descriptively.,results/tables/mosaic_n_v33_donor_attribution_stability_2026-07-23.csv;results/tables/mosaic_n_v33_marker_enrichment_2026-07-23.csv,f,,,,,,,,,,,,,,,,,,,,,CD8 Naive_2,,,ADT,28.0,0.4850147570238858,0.4701074809594989,0.4739930340173997,0.4746279688808424,0.8,0.0001999600079984
,,,,,,,,,,,,,,,descriptive donor pair after seed averaging,donor-stratified gradient-times-input attribution,Donor pairs overlap and are not independent replicates; rank and top-20 overlap are reported descriptively.,results/tables/mosaic_n_v33_donor_attribution_stability_2026-07-23.csv;results/tables/mosaic_n_v33_marker_enrichment_2026-07-23.csv,f,,,,,,,,,,,,,,,,,,,,,CD8 Naive_2,,,RNA,28.0,0.6828638542269064,0.6860633366156771,0.299340369861654,0.3051075268817204,0.2,0.02999400119976
,,,,,,,,,,,,,,,descriptive donor pair after seed averaging,donor-stratified gradient-times-input attribution,Donor pairs overlap and are not independent replicates; rank and top-20 overlap are reported descriptively.,results/tables/mosaic_n_v33_donor_attribution_stability_2026-07-23.csv;results/tables/mosaic_n_v33_marker_enrichment_2026-07-23.csv,f,,,,,,,,,,,,,,,,,,,,,CD8 TCM_1,,,ADT,28.0,0.5816150488596037,0.5406870595771942,0.4809619864115945,0.4678558563616035,0.6,0.0063987202559488
,,,,,,,,,,,,,,,descriptive donor pair after seed averaging,donor-stratified gradient-times-input attribution,Donor pairs overlap and are not independent replicates; rank and top-20 overlap are reported descriptively.,results/tables/mosaic_n_v33_donor_attribution_stability_2026-07-23.csv;results/tables/mosaic_n_v33_marker_enrichment_2026-07-23.csv,f,,,,,,,,,,,,,,,,,,,,,CD8 TCM_1,,,RNA,28.0,0.752929128271031,0.7440990534245737,0.4548001503825435,0.4492582768444837,0.2,0.0305938812237552
